Gender,Age,Yearly Household Income,Education Level,Region,Race,Partisanship,2024 Presidential Vote
Male,65+,Below $50k,College degree or higher,Suburban,White,Independent,Kamala Harris
Female,65+,Below $50k,All other,Suburban,White,Independent,Donald Trump
Female,65+,$50k-$100k,All other,Urban,Hispanic,Independent,Kamala Harris
Male,30-44,Below $50k,All other,Suburban,White,Republican,Kamala Harris
Female,18-29,Below $50k,College degree or higher,Rural,White,Republican,Kamala Harris
Male,45-64,$50k-$100k,All other,Urban,White,Democrat,Donald Trump
Female,18-29,Below $50k,All other,Rural,White,Democrat,Donald Trump
Female,18-29,$50k-$100k,All other,Suburban,White,Democrat,Kamala Harris
Male,30-44,$50k-$100k,All other,Rural,White,Independent,Jill Stein
Male,65+,Above $100k,College degree or higher,Suburban,White,Democrat,Kamala Harris
Male,45-64,$50k-$100k,College degree or higher,Rural,Black,Independent,Donald Trump
Male,30-44,Below $50k,College degree or higher,Suburban,Black,Independent,Donald Trump
Male,45-64,$50k-$100k,College degree or higher,Urban,White,Republican,Kamala Harris
Female,30-44,Above $100k,All other,Rural,White,Democrat,Kamala Harris
Female,18-29,Above $100k,All other,Suburban,White,Democrat,Donald Trump
Male,65+,$50k-$100k,All other,Urban,White,Democrat,Kamala Harris
Male,45-64,Below $50k,All other,Rural,Hispanic,Independent,Donald Trump
Male,65+,Above $100k,College degree or higher,Suburban,White,Democrat,Donald Trump
Female,18-29,Below $50k,College degree or higher,Urban,White,Independent,Donald Trump
Female,65+,$50k-$100k,College degree or higher,Suburban,White,Independent,Kamala Harris
Male,45-64,$50k-$100k,College degree or higher,Rural,White,Democrat,Kamala Harris
Female,45-64,Below $50k,All other,Urban,White,Independent,Donald Trump
Male,45-64,$50k-$100k,College degree or higher,Suburban,Hispanic,Republican,Kamala Harris
Male,65+,Below $50k,College degree or higher,Suburban,Hispanic,Independent,Donald Trump
Female,45-64,$50k-$100k,College degree or higher,Urban,Hispanic,Democrat,Kamala Harris
Male,45-64,Above $100k,All other,Suburban,Hispanic,Democrat,Kamala Harris
Male,65+,Below $50k,All other,Suburban,Hispanic,Democrat,Donald Trump
Female,45-64,Above $100k,All other,Urban,White,Republican,Donald Trump
Male,45-64,Below $50k,College degree or higher,Suburban,White,Independent,Kamala Harris
Female,45-64,$50k-$100k,All other,Suburban,Black,Independent,Kamala Harris
Male,45-64,Below $50k,College degree or higher,Urban,White,Independent,Donald Trump
Female,30-44,Above $100k,All other,Suburban,White,Democrat,Kamala Harris
Male,45-64,Above $100k,All other,Suburban,White,Democrat,Kamala Harris
Female,65+,$50k-$100k,All other,Suburban,White,Independent,Kamala Harris
Female,65+,Above $100k,All other,Urban,White,Democrat,Donald Trump
Male,30-44,$50k-$100k,College degree or higher,Urban,White,Republican,Kamala Harris
Female,45-64,Above $100k,All other,Urban,White,Republican,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Suburban,Hispanic,Democrat,Kamala Harris
Male,65+,Above $100k,All other,Suburban,White,Republican,Kamala Harris
Male,65+,$50k-$100k,College degree or higher,Suburban,Hispanic,Democrat,Donald Trump
Male,45-64,Below $50k,College degree or higher,Suburban,White,Republican,Kamala Harris
Male,65+,$50k-$100k,All other,Rural,White,Independent,Donald Trump
Female,45-64,Below $50k,All other,Suburban,White,Democrat,Donald Trump
Female,45-64,$50k-$100k,College degree or higher,Suburban,White,Independent,Kamala Harris
Female,18-29,$50k-$100k,All other,Suburban,White,Republican,Jill Stein
Male,45-64,$50k-$100k,All other,Urban,Black,Independent,Donald Trump
Male,45-64,Below $50k,College degree or higher,Urban,Black,Democrat,Blank/null/won't vote
Male,45-64,Below $50k,All other,Urban,Asian,Republican,Donald Trump
Male,30-44,$50k-$100k,All other,Rural,White,Republican,Donald Trump
Female,65+,Above $100k,All other,Urban,White,Independent,Donald Trump
Female,30-44,$50k-$100k,College degree or higher,Suburban,White,Republican,Kamala Harris
Female,45-64,$50k-$100k,College degree or higher,Suburban,White,Republican,Kamala Harris
Male,45-64,$50k-$100k,All other,Urban,White,Independent,Donald Trump
Female,45-64,$50k-$100k,All other,Urban,White,Republican,Donald Trump
Male,45-64,Below $50k,All other,Urban,White,Democrat,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Urban,White,Republican,Kamala Harris
Female,18-29,Below $50k,All other,Urban,White,Republican,Donald Trump
Female,45-64,Above $100k,All other,Rural,White,Republican,Kamala Harris
Male,45-64,Below $50k,College degree or higher,Urban,White,Republican,Kamala Harris
Male,30-44,$50k-$100k,All other,Rural,Black,Independent,Donald Trump
Female,45-64,Below $50k,All other,Suburban,White,Independent,Donald Trump
Female,45-64,Below $50k,College degree or higher,Urban,White,Democrat,Kamala Harris
Male,45-64,Above $100k,All other,Rural,White,Democrat,Donald Trump
Female,65+,Below $50k,College degree or higher,Suburban,White,Independent,Kamala Harris
Male,30-44,Below $50k,All other,Rural,Hispanic,Independent,Donald Trump
Male,18-29,$50k-$100k,College degree or higher,Urban,Black,Independent,Kamala Harris
Female,65+,Below $50k,All other,Suburban,White,Democrat,Donald Trump
Female,45-64,Below $50k,All other,Urban,White,Independent,Don't know
Male,45-64,Above $100k,All other,Suburban,Other,Independent,Kamala Harris
Female,65+,Above $100k,College degree or higher,Rural,White,Democrat,Kamala Harris
Female,65+,Above $100k,All other,Rural,Black,Republican,Donald Trump
Male,65+,Above $100k,College degree or higher,Suburban,White,Republican,Kamala Harris
Male,45-64,$50k-$100k,College degree or higher,Suburban,White,Republican,Kamala Harris
Male,45-64,Below $50k,College degree or higher,Urban,Black,Independent,Kamala Harris
Male,45-64,Above $100k,All other,Suburban,White,Independent,Donald Trump
Female,18-29,Above $100k,College degree or higher,Suburban,White,Independent,Kamala Harris
Female,45-64,Above $100k,College degree or higher,Urban,White,Independent,Kamala Harris
Male,30-44,$50k-$100k,College degree or higher,Suburban,White,Republican,Donald Trump
Male,65+,Below $50k,College degree or higher,Suburban,Black,Republican,Donald Trump
Female,45-64,Above $100k,All other,Rural,White,Independent,Donald Trump
Male,45-64,Above $100k,All other,Rural,White,Republican,Donald Trump
Female,30-44,Above $100k,College degree or higher,Urban,Hispanic,Democrat,Kamala Harris
Female,18-29,Below $50k,All other,Rural,White,Republican,Kamala Harris
Female,18-29,Below $50k,All other,Suburban,White,Democrat,Donald Trump
Female,45-64,Below $50k,All other,Suburban,Black,Independent,Kamala Harris
Female,18-29,Above $100k,All other,Suburban,Other,Republican,Kamala Harris
Female,45-64,Below $50k,All other,Urban,White,Democrat,Donald Trump
Female,65+,Below $50k,College degree or higher,Rural,White,Independent,Kamala Harris
Male,65+,Above $100k,All other,Urban,Hispanic,Independent,Donald Trump
Male,45-64,Below $50k,All other,Rural,Hispanic,Independent,Kamala Harris
Male,30-44,Above $100k,All other,Urban,Black,Republican,Donald Trump
Male,65+,$50k-$100k,All other,Suburban,White,Independent,Kamala Harris
Female,65+,Above $100k,College degree or higher,Suburban,White,Independent,Donald Trump
Female,30-44,$50k-$100k,All other,Suburban,White,Republican,Don't know
Male,45-64,Above $100k,All other,Suburban,Hispanic,Independent,Kamala Harris
Female,30-44,Above $100k,College degree or higher,Urban,Hispanic,Democrat,Donald Trump
Male,65+,Below $50k,College degree or higher,Suburban,White,Independent,Donald Trump
Female,65+,Below $50k,All other,Urban,White,Republican,Donald Trump
Male,18-29,Below $50k,All other,Urban,White,Republican,Kamala Harris
Female,65+,$50k-$100k,All other,Suburban,Other,Democrat,Donald Trump
Male,45-64,Above $100k,All other,Urban,White,Republican,Kamala Harris
Male,65+,$50k-$100k,College degree or higher,Urban,White,Republican,Donald Trump
Other,45-64,$50k-$100k,College degree or higher,Suburban,White,Independent,Donald Trump
Female,65+,Below $50k,College degree or higher,Rural,White,Independent,Donald Trump
Male,18-29,Above $100k,College degree or higher,Suburban,White,Independent,Donald Trump
Male,30-44,Above $100k,College degree or higher,Urban,Hispanic,Republican,Kamala Harris
Male,18-29,Below $50k,College degree or higher,Rural,Black,Independent,Donald Trump
Male,65+,$50k-$100k,All other,Rural,White,Republican,Kamala Harris
Male,65+,Below $50k,All other,Rural,White,Independent,Kamala Harris
Female,65+,$50k-$100k,College degree or higher,Suburban,Hispanic,Democrat,Donald Trump
Male,65+,$50k-$100k,College degree or higher,Suburban,White,Republican,Donald Trump
Male,18-29,Below $50k,College degree or higher,Suburban,White,Independent,Kamala Harris
Male,45-64,$50k-$100k,All other,Suburban,Asian,Independent,Kamala Harris
Female,18-29,$50k-$100k,College degree or higher,Rural,Hispanic,Republican,Donald Trump
Female,30-44,$50k-$100k,College degree or higher,Urban,Hispanic,Independent,Donald Trump
Male,30-44,$50k-$100k,All other,Suburban,White,Democrat,Donald Trump
Male,45-64,Below $50k,All other,Suburban,White,Independent,Donald Trump
Female,30-44,Above $100k,College degree or higher,Suburban,White,Republican,Don't know
Male,18-29,$50k-$100k,College degree or higher,Urban,White,Democrat,Jill Stein
Female,30-44,$50k-$100k,College degree or higher,Urban,Black,Democrat,Donald Trump
Female,18-29,Below $50k,All other,Rural,White,Democrat,Kamala Harris
Female,65+,Above $100k,All other,Rural,Black,Independent,Kamala Harris
Female,45-64,Above $100k,College degree or higher,Suburban,White,Democrat,Donald Trump
Male,65+,Below $50k,All other,Suburban,White,Republican,Kamala Harris
Female,45-64,Below $50k,College degree or higher,Suburban,Other,Republican,Donald Trump
Male,30-44,Below $50k,College degree or higher,Suburban,White,Republican,Kamala Harris
Male,65+,$50k-$100k,College degree or higher,Rural,White,Independent,Kamala Harris
Male,30-44,Below $50k,All other,Urban,White,Republican,Don't know
Male,30-44,$50k-$100k,College degree or higher,Urban,White,Republican,Donald Trump
Female,30-44,$50k-$100k,College degree or higher,Urban,White,Republican,Kamala Harris
Male,18-29,$50k-$100k,College degree or higher,Suburban,White,Republican,Donald Trump
Male,30-44,$50k-$100k,College degree or higher,Suburban,White,Independent,Donald Trump
Female,30-44,$50k-$100k,All other,Urban,Hispanic,Republican,Don't know
Male,45-64,$50k-$100k,College degree or higher,Urban,White,Democrat,Kamala Harris
Male,18-29,Below $50k,College degree or higher,Suburban,White,Independent,Donald Trump
Male,30-44,Below $50k,All other,Urban,White,Republican,Kamala Harris
Male,65+,Above $100k,All other,Rural,White,Independent,Donald Trump
Male,18-29,Below $50k,All other,Suburban,White,Democrat,Donald Trump
Female,30-44,$50k-$100k,All other,Urban,White,Independent,Kamala Harris
Male,65+,Above $100k,College degree or higher,Suburban,White,Democrat,Kamala Harris
Male,18-29,Below $50k,All other,Urban,Hispanic,Republican,Kamala Harris
Female,18-29,$50k-$100k,All other,Urban,Hispanic,Republican,Kamala Harris
Female,45-64,$50k-$100k,College degree or higher,Rural,Hispanic,Independent,Donald Trump
Female,30-44,Above $100k,All other,Suburban,White,Independent,Donald Trump
Male,45-64,Above $100k,College degree or higher,Suburban,White,Republican,Donald Trump
Male,65+,Above $100k,All other,Suburban,Hispanic,Independent,Kamala Harris
Female,18-29,Below $50k,All other,Suburban,White,Independent,Kamala Harris
Male,45-64,$50k-$100k,All other,Urban,Hispanic,Independent,Donald Trump
Female,45-64,$50k-$100k,All other,Rural,White,Independent,Donald Trump
Male,18-29,$50k-$100k,All other,Suburban,White,Democrat,Kamala Harris
Male,45-64,Below $50k,College degree or higher,Suburban,Black,Independent,Kamala Harris
Male,30-44,Below $50k,All other,Suburban,Black,Republican,Donald Trump
Female,45-64,Above $100k,College degree or higher,Suburban,Black,Democrat,Donald Trump
Female,18-29,$50k-$100k,College degree or higher,Suburban,Asian,Democrat,Don't know
Female,45-64,Below $50k,All other,Suburban,White,Independent,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Urban,White,Independent,Donald Trump
Male,65+,Above $100k,College degree or higher,Suburban,Hispanic,Independent,Kamala Harris
Male,18-29,Above $100k,All other,Urban,White,Independent,Donald Trump
Other,45-64,Below $50k,All other,Rural,White,Independent,Donald Trump
Other,45-64,Below $50k,College degree or higher,Suburban,White,Democrat,Chase Oliver
Male,45-64,Below $50k,College degree or higher,Urban,White,Democrat,Donald Trump
Male,45-64,Above $100k,College degree or higher,Urban,White,Democrat,Donald Trump
Male,45-64,$50k-$100k,All other,Urban,White,Democrat,Kamala Harris
Male,65+,$50k-$100k,College degree or higher,Suburban,Hispanic,Democrat,Kamala Harris
Female,65+,$50k-$100k,All other,Suburban,Black,Republican,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Rural,White,Independent,Donald Trump
Female,45-64,Above $100k,College degree or higher,Urban,White,Independent,Kamala Harris
Male,65+,$50k-$100k,All other,Suburban,White,Republican,Kamala Harris
Male,65+,Below $50k,College degree or higher,Suburban,White,Independent,Donald Trump
Female,65+,Below $50k,All other,Suburban,White,Republican,Kamala Harris
Male,30-44,$50k-$100k,College degree or higher,Suburban,White,Independent,Donald Trump
Male,30-44,Above $100k,All other,Urban,White,Republican,Don't know
Female,45-64,Below $50k,All other,Suburban,White,Democrat,Kamala Harris
Female,45-64,Above $100k,College degree or higher,Suburban,White,Independent,Donald Trump
Male,45-64,Above $100k,College degree or higher,Urban,White,Republican,Kamala Harris
Male,45-64,Below $50k,College degree or higher,Suburban,White,Republican,Donald Trump
Male,65+,Below $50k,All other,Urban,White,Democrat,Kamala Harris
Male,30-44,Below $50k,All other,Urban,White,Republican,Donald Trump
Male,65+,Above $100k,All other,Suburban,Asian,Independent,Donald Trump
Male,45-64,Below $50k,All other,Urban,White,Democrat,Kamala Harris
Male,30-44,$50k-$100k,College degree or higher,Urban,Hispanic,Independent,Kamala Harris
Male,45-64,$50k-$100k,College degree or higher,Suburban,White,Democrat,Donald Trump
Female,65+,$50k-$100k,College degree or higher,Suburban,Hispanic,Republican,Kamala Harris
Female,18-29,Below $50k,College degree or higher,Urban,White,Democrat,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Rural,Black,Independent,Donald Trump
Male,65+,$50k-$100k,All other,Urban,White,Democrat,Donald Trump
Male,30-44,$50k-$100k,All other,Suburban,Black,Republican,Kamala Harris
Male,45-64,Above $100k,All other,Urban,White,Democrat,Donald Trump
Female,45-64,Below $50k,College degree or higher,Suburban,White,Democrat,Kamala Harris
Female,45-64,Above $100k,All other,Urban,Black,Independent,Kamala Harris
Female,45-64,$50k-$100k,All other,Urban,White,Democrat,Kamala Harris
Female,30-44,$50k-$100k,All other,Urban,Hispanic,Democrat,Donald Trump
Male,45-64,$50k-$100k,College degree or higher,Rural,White,Democrat,Kamala Harris
Female,30-44,$50k-$100k,College degree or higher,Urban,White,Republican,Donald Trump
Female,45-64,Below $50k,College degree or higher,Urban,Black,Republican,Kamala Harris
Male,18-29,$50k-$100k,College degree or higher,Suburban,White,Democrat,Donald Trump
Female,45-64,$50k-$100k,All other,Rural,White,Democrat,Donald Trump
Female,30-44,$50k-$100k,College degree or higher,Rural,Black,Republican,Donald Trump
Male,30-44,$50k-$100k,College degree or higher,Suburban,Black,Republican,Donald Trump
Female,30-44,Above $100k,All other,Urban,Hispanic,Independent,Kamala Harris
Male,30-44,$50k-$100k,All other,Suburban,White,Independent,Kamala Harris
Male,65+,Below $50k,All other,Urban,White,Republican,Kamala Harris
Male,30-44,$50k-$100k,All other,Urban,White,Republican,Donald Trump
Female,65+,Above $100k,College degree or higher,Suburban,White,Independent,Donald Trump
Male,65+,Above $100k,College degree or higher,Rural,Black,Independent,Kamala Harris
Female,45-64,$50k-$100k,College degree or higher,Suburban,White,Republican,Kamala Harris
Female,18-29,Above $100k,All other,Rural,White,Independent,Donald Trump
Female,30-44,Below $50k,All other,Urban,White,Independent,Kamala Harris
